ROO_1_0_0,10,PE,PB
ROO_1_0_0,104,ST,PB
ROO_1_0_0,106,PE,PB
ROO_1_0_0,116,PE,PB
ROO_1_0_0,122,PE,PB
ROO_1_0_0,123,PE,PB
ROO_1_0_0,124,PE,PB
ROO_1_0_0,134,PE,PB
ROO_1_0_0,136,PE,PB
ROO_1_0_0,141,NL,PB
ROO_1_0_0,142,PE,PB
ROO_1_0_0,143,PE,PB
ROO_1_0_0,145,PE,PB
ROO_1_0_0,153,ST,PB
ROO_1_0_0,156,PE,PB
ROO_1_0_0,161,PE,PB
ROO_1_0_0,162,PE,PB
ROO_1_0_0,171,NL,PB
ROO_1_0_0,172,PE,PB
ROO_1_0_0,184,PE,PB
ROO_1_0_0,186,NL,PB
ROO_1_0_0,187,NL,PB
ROO_1_0_0,19,PE,PB
ROO_1_0_0,190,PE,PB
ROO_1_0_0,192,ST,PB
ROO_1_0_0,194,PE,PB
ROO_1_0_0,2,ST,PB
ROO_1_0_0,203,PE,PB
ROO_1_0_0,204,PE,PB
ROO_1_0_0,205,PE,PB
ROO_1_0_0,206,PE,PB
ROO_1_0_0,217,PE,PB
ROO_1_0_0,229,PE,PB
ROO_1_0_0,23,PE,PB
ROO_1_0_0,238,PE,PB
ROO_1_0_0,242,PE,PB-TF
ROO_1_0_0,244,ST,PB
ROO_1_0_0,254,NL,PB
ROO_1_0_0,26,ST,PB
ROO_1_0_0,261,PE,PB
ROO_1_0_0,262,PE,PB
ROO_1_0_0,263,NL,PB
ROO_1_0_0,27,NL,PB
ROO_1_0_0,276,PE,PB
ROO_1_0_0,277,ST,PB
ROO_1_0_0,286,NL,PB
ROO_1_0_0,288,NL,PB
ROO_1_0_0,290,PE,PB
ROO_1_0_0,291,PE,PB
ROO_1_0_0,298,NL,PB
ROO_1_0_0,303,PE,PB
ROO_1_0_0,305,ST,PB
ROO_1_0_0,307,PE,PB
ROO_1_0_0,308,PE,PB
ROO_1_0_0,316,PE,PB
ROO_1_0_0,321,PE,PB
ROO_1_0_0,327,NL,PB
ROO_1_0_0,328,ST,PB
ROO_1_0_0,329,PE,PB
ROO_1_0_0,331,NL,PB
ROO_1_0_0,333,PE,PB
ROO_1_0_0,334,PE,PB
ROO_1_0_0,34,NL,PB
ROO_1_0_0,343,PE,PB
ROO_1_0_0,347,ST,PB
ROO_1_0_0,35,PE,PB
ROO_1_0_0,354,NL,PB
ROO_1_0_0,357,PE,PB
ROO_1_0_0,36,PE,PB
ROO_1_0_0,363,NL,PB
ROO_1_0_0,364,PE,PB
ROO_1_0_0,367,PE,PB
ROO_1_0_0,368,PE,PB
ROO_1_0_0,374,NL,PB
ROO_1_0_0,375,NL,PB
ROO_1_0_0,376,PE,PB
ROO_1_0_0,377,PE,PB
ROO_1_0_0,378,PE,PB
ROO_1_0_0,379,PE,PB
ROO_1_0_0,387,NL,PB
ROO_1_0_0,388,ST,PB
ROO_1_0_0,390,PE,TB
ROO_1_0_0,392,NL,PB
ROO_1_0_0,396,PE,PB
ROO_1_0_0,397,PE,PB
ROO_1_0_0,404,NL,PB
ROO_1_0_0,406,PE,PB
ROO_1_0_0,419,NL,PB
ROO_1_0_0,42,PE,PB
ROO_1_0_0,420,PE,PB
ROO_1_0_0,422,NL,PB
ROO_1_0_0,446,PE,PB
ROO_1_0_0,447,NL,PB
ROO_1_0_0,451,PE,PB
ROO_1_0_0,455,PE,PB
ROO_1_0_0,459,PE,PB
ROO_1_0_0,462,PE,PB
ROO_1_0_0,467,PE,PB
ROO_1_0_0,475,PE,PB
ROO_1_0_0,476,ST,PB
ROO_1_0_0,483,NL,PB
ROO_1_0_0,49,PE,PB-TF
ROO_1_0_0,50,ST,PB
ROO_1_0_0,501,PE,PB
ROO_1_0_0,508,PE,PB
ROO_1_0_0,512,PE,PB
ROO_1_0_0,517,ST,PB
ROO_1_0_0,526,PE,PB
ROO_1_0_0,53,PE,PB
ROO_1_0_0,533,ST,PB
ROO_1_0_0,534,PE,PB
ROO_1_0_0,535,PE,PB
ROO_1_0_0,536,PE,PB
ROO_1_0_0,539,NL,PB
ROO_1_0_0,54,PE,PB
ROO_1_0_0,540,PE,PB
ROO_1_0_0,541,NL,PB
ROO_1_0_0,543,PE,PB
ROO_1_0_0,548,NL,PB
ROO_1_0_0,55,NL,PB
ROO_1_0_0,559,NL,PB
ROO_1_0_0,562,PE,PB
ROO_1_0_0,563,PE,PB
ROO_1_0_0,568,PE,PB
ROO_1_0_0,57,NL,PB
ROO_1_0_0,574,NL,PB
ROO_1_0_0,58,ST,PB
ROO_1_0_0,60,ST,PB
ROO_1_0_0,61,PE,PB
ROO_1_0_0,63,PE,PB
ROO_1_0_0,64,PE,PB
ROO_1_0_0,644,ST,PB
ROO_1_0_0,694,PE,PB
ROO_1_0_0,7,PE,PB
ROO_1_0_0,73,NL,PB
ROO_1_0_0,78,PE,PB
ROO_1_0_0,82,PE,PB
ROO_1_0_0,83,PE,TB
ROO_1_0_0,84,PE,PB
ROO_1_0_0,85,PE,PB
ROO_1_0_0,86,PE,PB
ROO_1_0_0,9,PE,PB
ROO_1_0_0,93,NL,PB
ROO_1_0_0,95,PE,PB
ROO_1_0_0,96,PE,PB
ROO_1_0_1,570,NL,PB
ROO_1_0_1,575,ST,PB
ROO_1_0_1,576,NL,PB
ROO_1_0_1,578,NL,PB
ROO_1_0_1,589,PE,PB
ROO_1_0_1,615,PE,PB
ROO_1_0_1,618,PE,PB
ROO_1_0_1,619,PE,PB
ROO_1_0_1,633,PE,PB
ROO_1_0_1,647,ST,PB
ROO_1_0_1,679,NL,PB
ROO_1_0_2,645,PE,PB
ROO_1_0_2,650,PE,PB
ROO_1_0_2,652,NL,PB
ROO_1_0_2,666,PE,PB
ROO_1_0_2,674,PE,PB
ROO_1_0_2,677,PE,PB
ROO_1_0_2,699,ST,PB
ROO_1_0_2,707,NL,PB
ROO_1_0_2,710,PE,PB
ROO_1_0_2,732,NL,PB
ROO_1_0_2,741,PE,PB-TF
ROO_1_0_2,746,PE,PB
ROO_1_0_2,757,PE,PB
ROO_1_0_2,798,PE,PB
ROO_1_0_2,946,PE,PB
ROO_1_1_0,1013,NL,PB
ROO_1_1_0,1022,PE,PB
ROO_1_1_0,1027,PE,PB
ROO_1_1_0,1037,ST,PB
ROO_1_1_0,1045,NL,PB
ROO_1_1_0,1049,NL,PB
ROO_1_1_0,1050,PE,PB
ROO_1_1_0,1056,PE,PB
ROO_1_1_0,1057,PE,PB
ROO_1_1_0,1059,ST,PB
ROO_1_1_0,1071,PE,PB
ROO_1_1_0,1075,PE,PB
ROO_1_1_0,1083,NL,PB
ROO_1_1_0,1086,PE,PB
ROO_1_1_0,1098,PE,PB
ROO_1_1_0,1105,ST,PB
ROO_1_1_0,1112,PE,PB
ROO_1_1_0,1118,NL,PB
ROO_1_1_0,1119,PE,PB
ROO_1_1_0,1125,ST,PB
ROO_1_1_0,1127,PE,PB-TF
ROO_1_1_0,1135,PE,PB
ROO_1_1_0,1148,PE,PB
ROO_1_1_0,1156,NL,PB
ROO_1_1_0,1158,ST,PB
ROO_1_1_0,1169,ST,PB
ROO_1_1_0,1172,PE,PB
ROO_1_1_0,1176,PE,PB
ROO_1_1_0,1178,ST,PB
ROO_1_1_0,1206,NL,PB
ROO_1_1_0,1210,PE,PB
ROO_1_1_0,1220,ST,PB
ROO_1_1_0,1222,PE,PB
ROO_1_1_0,1242,PE,PB
ROO_1_1_0,1258,PE,PB
ROO_1_1_0,1260,NL,PB
ROO_1_1_0,1273,ST,PB
ROO_1_1_0,1307,PE,PB
ROO_1_1_0,1331,NL,PB
ROO_1_1_0,1339,PE,PB
ROO_1_1_0,1344,ST,PB
ROO_1_1_0,1351,NL,PB
ROO_1_1_0,1353,NL,PB
ROO_1_1_0,1357,PE,PB
ROO_1_1_0,1360,NL,PB
ROO_1_1_0,1366,PE,PB
ROO_1_1_0,1374,ST,PB
ROO_1_1_0,1375,PE,PB
ROO_1_1_0,1385,NL,PB
ROO_1_1_0,1387,ST,PB
ROO_1_1_0,1399,PE,PB
ROO_1_1_0,1403,ST,PB
ROO_1_1_0,1404,PE,PB
ROO_1_1_0,1406,PE,PB
ROO_1_1_0,1409,PE,PB
ROO_1_1_0,1415,PE,PB
ROO_1_1_0,1418,PE,PB
ROO_1_1_0,1421,PE,PB
ROO_1_1_0,1423,PE,PB
ROO_1_1_0,1451,PE,PB
ROO_1_1_0,1471,PE,PB
ROO_1_1_0,1476,PE,PB
ROO_1_1_0,1479,PE,PB
ROO_1_1_0,1510,NL,PB
ROO_1_1_0,1512,NL,PB
ROO_1_1_0,1515,PE,PB
ROO_1_1_0,1517,ST,PB
ROO_1_1_0,1525,NL,PB
ROO_1_1_0,1534,PE,PB
ROO_1_1_0,1535,PE,PB
ROO_1_1_0,1536,PE,PB
ROO_1_1_0,1537,,
