vsm		roo	10	PE	0.034482758620689655	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.03333333333333333	0.03333333333333333	
bm		roo	10	PE	0.03125	0.030303030303030304	0.030303030303030304	0.030303030303030304	0.030303030303030304	0.030303030303030304	0.030303030303030304	
lsa		roo	10	PE	0.05	0.05	0.05	0.047619047619047616	0.047619047619047616	0.047619047619047616	0.047619047619047616	
jsm		roo	10	PE	0.037037037037037035	0.038461538461538464	0.038461538461538464	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.037037037037037035	
vsm		roo	104	ST	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
bm		roo	104	ST	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
lsa		roo	104	ST	0.25	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	
jsm		roo	104	ST	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.125	0.125	0.125	0.125	
vsm		roo	106	PE	0.2772784754927612	0.29078808700657444	0.337117192918223	0.356674712895911	0.3397784396086602	0.3844246031746032	0.3821919152276295	
bm		roo	106	PE	0.4603619438205904	0.520187165775401	0.5613876319758673	0.6416597408194047	0.5860260770975056	0.7559523809523808	0.7464285714285712	
lsa		roo	106	PE	0.1720367230835211	0.19336663979521124	0.21271347699919127	0.34456715127522586	0.2612338179418925	0.2807816370695435	0.2800604157747015	
jsm		roo	106	PE	0.1865138812361604	0.21602393079472876	0.2471517666895818	0.2357875701600288	0.23593722619209875	0.26714198757429203	0.2680350816970871	
vsm		roo	116	PE	0.2135578002244669	0.2439393939393939	0.23441924066924064	0.23441924066924064	0.24612809632611615	0.26107177974434614	0.26091787439613523	
bm		roo	116	PE	0.334631019387117	0.24071320836026716	0.17147899159663865	0.17147899159663865	0.16578338001867415	0.13808985132514545	0.13495381430164038	
lsa		roo	116	PE	0.24110119047619047	0.4042424242424243	0.4109294871794872	0.4109294871794872	0.5301010101010102	0.5473809523809524	0.5780645161290323	
jsm		roo	116	PE	0.5363858363858365	0.46224137931034487	0.41243150248502614	0.4126069410815174	0.34107792207792204	0.26315188656572935	0.25392702535559675	
vsm		roo	122	PE	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.058823529411764705	0.058823529411764705	
bm		roo	122	PE	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	
lsa		roo	122	PE	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.019230769230769232	
jsm		roo	122	PE	0.03225806451612903	0.03225806451612903	0.03225806451612903	0.03225806451612903	0.03225806451612903	0.03225806451612903	0.03225806451612903	
vsm		roo	123	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
bm		roo	123	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
lsa		roo	123	PE	0.07142857142857142	0.07692307692307693	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.125	0.125	
jsm		roo	123	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
vsm		roo	124	PE	0.2111111111111111	0.2111111111111111	0.2111111111111111	0.2111111111111111	0.2111111111111111	0.18333333333333335	0.19444444444444442	
bm		roo	124	PE	0.3333333333333333	0.25	0.25	0.5833333333333334	0.5833333333333334	0.5833333333333334	0.5833333333333334	
lsa		roo	124	PE	0.029607843137254904	0.029607843137254904	0.029607843137254904	0.029230769230769234	0.029230769230769234	0.030146425495262703	0.0328042328042328	
jsm		roo	124	PE	0.04301572617946346	0.04301572617946346	0.04301572617946346	0.05	0.05	0.049516908212560384	0.05115089514066496	
vsm		roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
bm		roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
lsa		roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
jsm		roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
vsm		roo	136	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
bm		roo	136	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
lsa		roo	136	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
jsm		roo	136	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
vsm		roo	141	NL	0.45213685239491685	0.47882539682539677	0.509102564102564	0.5084928080050031	0.509102564102564	0.5067724867724868	0.4832558139534884	
bm		roo	141	NL	0.51125	0.48869369369369364	0.5421717171717172	0.48523119392684605	0.48523119392684605	0.532387706855792	0.5162585608406041	
lsa		roo	141	NL	0.45055555555555554	0.4516081871345029	0.4615025740025739	0.47638888888888886	0.4676802871924822	0.4653043035395976	0.47198879551820727	
jsm		roo	141	NL	0.5475132275132275	0.47892473118279566	0.4734920634920634	0.4734920634920634	0.4969696969696969	0.48045938375350133	0.47393483709273176	
vsm		roo	142	PE	0.17829457364341084	0.17843137254901958	0.178714859437751	0.26136363636363635	0.26136363636363635	0.26136363636363635	0.26136363636363635	
bm		roo	142	PE	0.09999999999999999	0.09999999999999999	0.10173160173160173	0.1119047619047619	0.1119047619047619	0.1119047619047619	0.15357142857142858	
lsa		roo	142	PE	0.1718213058419244	0.1718213058419244	0.1718213058419244	0.1718213058419244	0.1718213058419244	0.1718213058419244	0.1718213058419244	
jsm		roo	142	PE	0.10892857142857143	0.1090909090909091	0.1090909090909091	0.10917431192660551	0.10917431192660551	0.10925925925925926	0.13425925925925924	
vsm		roo	143	PE	0.5	0.5	0.5	0.3333333333333333	0.5	0.3333333333333333	0.3333333333333333	
bm		roo	143	PE	1.0	0.5	0.3333333333333333	0.3333333333333333	0.5	0.5	0.5	
lsa		roo	143	PE	0.041666666666666664	0.041666666666666664	0.043478260869565216	0.043478260869565216	0.14285714285714285	0.16666666666666666	0.2	
jsm		roo	143	PE	0.25	0.25	0.2	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	
vsm		roo	145	PE	0.03125	0.03225806451612903	0.034482758620689655	0.034482758620689655	0.034482758620689655	0.034482758620689655	0.037037037037037035	
bm		roo	145	PE	0.3333333333333333	0.5	1.0	1.0	1.0	1.0	1.0	
lsa		roo	145	PE	0.010526315789473684	0.010416666666666666	0.011904761904761904	0.012195121951219513	0.012195121951219513	0.01282051282051282	0.013157894736842105	
jsm		roo	145	PE	0.029411764705882353	0.04	0.05263157894736842	0.0625	0.06666666666666667	0.06666666666666667	0.1111111111111111	
vsm		roo	153	ST	0.04	0.04	0.04	0.04	0.04	0.04	0.04	
bm		roo	153	ST	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.037037037037037035	0.037037037037037035	
lsa		roo	153	ST	0.030303030303030304	0.030303030303030304	0.030303030303030304	0.030303030303030304	0.030303030303030304	0.030303030303030304	0.030303030303030304	
jsm		roo	153	ST	0.04	0.04	0.04	0.038461538461538464	0.038461538461538464	0.038461538461538464	0.038461538461538464	
vsm		roo	156	PE	0.10851795263559968	0.12134664134664135	0.12290126022597789	0.12250373846233178	0.11948717948717949	0.1595008586709123	0.14975851393188855	
bm		roo	156	PE	0.5442528735632183	0.5199999999999999	0.5281585081585082	0.5947826086956522	0.5387878787878788	0.5996904024767802	0.5944444444444444	
