vsm	_stem	roo	10	PE	0.014285714285714285	0.014285714285714285	0.018518518518518517	0.017241379310344827	0.017241379310344827	0.01639344262295082	0.015873015873015872	
bm	_stem	roo	10	PE	0.019230769230769232	0.019230769230769232	0.029411764705882353	0.025	0.025	0.023255813953488372	0.022727272727272728	
lsa	_stem	roo	10	PE	0.014705882352941176	0.014705882352941176	0.015873015873015872	0.015151515151515152	0.015151515151515152	0.014925373134328358	0.015151515151515152	
jsm	_stem	roo	10	PE	0.014705882352941176	0.014705882352941176	0.016666666666666666	0.016129032258064516	0.016129032258064516	0.015625	0.014925373134328358	
vsm	_stem	roo	104	ST	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
bm	_stem	roo	104	ST	0.5	0.5	0.5	0.5	1.0	1.0	1.0	
lsa	_stem	roo	104	ST	0.25	0.25	0.2	0.2	0.3333333333333333	0.5	0.5	
jsm	_stem	roo	104	ST	0.125	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.2	0.2	1.0	
vsm	_stem	roo	106	PE	0.28999507063176944	0.323516073095905	0.32995791838156363	0.32175800048336994	0.32774973625813963	0.3729484800913373	0.3973352977554658	
bm	_stem	roo	106	PE	0.6034322820037106	0.6044431758717473	0.5602254887969174	0.5561438561438561	0.540391156462585	0.5922077922077922	0.5334467120181405	
lsa	_stem	roo	106	PE	0.1974783589157225	0.26329702555509005	0.2774222570487426	0.3573665734849945	0.36022242230225426	0.41371675943104513	0.4688993546136403	
jsm	_stem	roo	106	PE	0.20525543550753636	0.2884475002122061	0.41892829392829395	0.3861524912995501	0.518290919606709	0.6574263038548753	0.6566849816849817	
vsm	_stem	roo	116	PE	0.3981519109820996	0.3945767195767195	0.39064608347627217	0.3363007487082147	0.21881013016411996	0.19824023248304812	0.19845407442298632	
bm	_stem	roo	116	PE	0.2217925438811732	0.203015873015873	0.273749847765193	0.18104244061690872	0.10673952064195966	0.08119873245283239	0.05080164280164281	
