vsm		roo	10	PE	0.019230769230769232	0.019230769230769232	0.017857142857142856	0.017543859649122806	0.017241379310344827	0.015384615384615385	0.013888888888888888	
bm		roo	10	PE	0.01818181818181818	0.01818181818181818	0.017857142857142856	0.017543859649122806	0.016129032258064516	0.014492753623188406	0.013333333333333334	
lsa		roo	10	PE	0.02564102564102564	0.02564102564102564	0.024390243902439025	0.023809523809523808	0.023809523809523808	0.023255813953488372	0.023255813953488372	
jsm		roo	10	PE	0.02127659574468085	0.021739130434782608	0.021739130434782608	0.02127659574468085	0.021739130434782608	0.020833333333333332	0.018867924528301886	
vsm		roo	104	ST	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
bm		roo	104	ST	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
lsa		roo	104	ST	0.2	0.2	0.2	0.2	0.2	0.2	0.2	
jsm		roo	104	ST	0.1111111111111111	0.125	0.125	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.2	
vsm		roo	106	PE	0.24643714697145236	0.24490949448932642	0.2497793056616586	0.2497793056616586	0.2482298352988008	0.24291882068589013	0.26550042296577614	
bm		roo	106	PE	0.38920883030338765	0.36593406593406597	0.4134564705993277	0.4116114461979124	0.3759959502195526	0.36599930272290526	0.38499684627504177	
lsa		roo	106	PE	0.15818021557517356	0.16248638248638247	0.16347160416125933	0.16347160416125933	0.16347160416125933	0.16452719881291308	0.1800273672687466	
jsm		roo	106	PE	0.2726136524973734	0.27009176009176006	0.27678994674792995	0.27735769521483805	0.2861217664323254	0.28857290857290857	0.401516055651394	
vsm		roo	116	PE	0.17204819277108432	0.17204819277108432	0.25221856920763563	0.3823426573426573	0.3823426573426573	0.3722660318404999	0.3677067003792668	
bm		roo	116	PE	0.32627901735406806	0.3093322386425835	0.32368012265730595	0.3268253968253968	0.3268253968253968	0.32001775629485313	0.28967340902824773	
lsa		roo	116	PE	0.18343061955965184	0.18925058548009369	0.3417920761670762	0.3579094076655053	0.3579094076655053	0.34495082815734984	0.3451724593630236	
jsm		roo	116	PE	0.4870010174157639	0.4870010174157639	0.48966008771929825	0.5195127748068924	0.5195127748068924	0.5021019656607202	0.5025925925925925	
vsm		roo	122	PE	0.058823529411764705	0.0625	0.07692307692307693	0.07692307692307693	0.09090909090909091	0.1	0.08333333333333333	
bm		roo	122	PE	0.14285714285714285	0.14285714285714285	0.16666666666666666	0.25	0.25	0.25	0.3333333333333333	
lsa		roo	122	PE	0.019230769230769232	0.018867924528301886	0.02127659574468085	0.02127659574468085	0.025	0.02564102564102564	0.023809523809523808	
jsm		roo	122	PE	0.03333333333333333	0.043478260869565216	0.06666666666666667	0.07692307692307693	0.09090909090909091	0.1111111111111111	0.1111111111111111	
vsm		roo	123	PE	0.5	0.5	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	
bm		roo	123	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
lsa		roo	123	PE	0.0625	0.0625	0.0625	0.0625	0.0625	0.06666666666666667	0.06666666666666667	
jsm		roo	123	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
vsm		roo	124	PE	0.225	0.225	0.225	0.29166666666666663	0.29166666666666663	0.30952380952380953	0.29166666666666663	
bm		roo	124	PE	0.5833333333333334	0.5833333333333334	0.5833333333333334	0.7	1.0	1.0	1.0	
lsa		roo	124	PE	0.025757575757575757	0.025925925925925925	0.02565270188221008	0.027116402116402115	0.02896825396825397	0.03005226480836237	0.030357142857142857	
jsm		roo	124	PE	0.03811188811188811	0.03835227272727273	0.040625	0.05195681511470985	0.063894523326572	0.09821428571428571	0.10238095238095238	
vsm		roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
bm		roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
lsa		roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
jsm		roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
vsm		roo	136	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
bm		roo	136	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
lsa		roo	136	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
jsm		roo	136	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
vsm		roo	141	NL	0.4425133689839572	0.4425133689839572	0.4425133689839572	0.4425133689839572	0.4425133689839572	0.44444444444444436	0.44969040247678016	
bm		roo	141	NL	0.5017748917748917	0.5017748917748917	0.5017748917748917	0.4684415584415584	0.4684415584415584	0.4811494252873564	0.5344827586206897	
lsa		roo	141	NL	0.4469875222816399	0.4469875222816399	0.4469875222816399	0.4477450980392157	0.4477450980392157	0.4469875222816399	0.4787878787878787	
jsm		roo	141	NL	0.53417004048583	0.53417004048583	0.5315384615384616	0.5315384615384616	0.5315384615384616	0.5026143790849673	0.5159663865546218	
vsm		roo	142	PE	0.178030303030303	0.178030303030303	0.178030303030303	0.2614942528735632	0.2621951219512195	0.2621951219512195	0.5151515151515151	
bm		roo	142	PE	0.19444444444444442	0.19369369369369369	0.19369369369369369	0.1923076923076923	0.19791666666666666	0.27941176470588236	0.28125	
lsa		roo	142	PE	0.1718213058419244	0.1718213058419244	0.1718213058419244	0.1718213058419244	0.1718213058419244	0.1718213058419244	0.17201426024955435	
jsm		roo	142	PE	0.10819672131147541	0.10806451612903226	0.10806451612903226	0.13319672131147542	0.1338495575221239	0.17559523809523808	0.17857142857142855	
vsm		roo	143	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
bm		roo	143	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
lsa		roo	143	PE	0.14285714285714285	0.2	0.2	0.2	0.2	0.2	0.3333333333333333	
jsm		roo	143	PE	1.0	1.0	1.0	0.5	1.0	1.0	1.0	
