vsm	_stem	roo	10	PE	0.02	0.0196078431372549	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.019230769230769232	
bm	_stem	roo	10	PE	0.023255813953488372	0.022727272727272728	0.022727272727272728	0.022727272727272728	0.022727272727272728	0.022727272727272728	0.022727272727272728	
lsa	_stem	roo	10	PE	0.019230769230769232	0.018867924528301886	0.018867924528301886	0.018867924528301886	0.018867924528301886	0.018867924528301886	0.018867924528301886	
jsm	_stem	roo	10	PE	0.01639344262295082	0.016129032258064516	0.016129032258064516	0.016129032258064516	0.016129032258064516	0.016129032258064516	0.016129032258064516	
vsm	_stem	roo	104	ST	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
bm	_stem	roo	104	ST	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
lsa	_stem	roo	104	ST	0.2	0.2	0.2	0.2	0.2	0.2	0.2	
jsm	_stem	roo	104	ST	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.1111111111111111	
vsm	_stem	roo	106	PE	0.1820298937645876	0.1820298937645876	0.1820298937645876	0.1820298937645876	0.1820298937645876	0.1820298937645876	0.1820298937645876	
bm	_stem	roo	106	PE	0.41853019995877144	0.41853019995877144	0.41853019995877144	0.41853019995877144	0.41853019995877144	0.41853019995877144	0.41853019995877144	
lsa	_stem	roo	106	PE	0.15239630670081797	0.15239630670081797	0.15239630670081797	0.15239630670081797	0.15239630670081797	0.15239630670081797	0.15239630670081797	
jsm	_stem	roo	106	PE	0.14626186442956632	0.14626186442956632	0.14626186442956632	0.14626186442956632	0.14626186442956632	0.14626186442956632	0.14626186442956632	
vsm	_stem	roo	116	PE	0.40726495726495726	0.40726495726495726	0.40726495726495726	0.40726495726495726	0.40726495726495726	0.40726495726495726	0.40726495726495726	
bm	_stem	roo	116	PE	0.23569607843137255	0.3489659197012138	0.3489659197012138	0.3489659197012138	0.3489659197012138	0.3489659197012138	0.3489659197012138	
lsa	_stem	roo	116	PE	0.4716772589113015	0.471791649211004	0.471791649211004	0.471791649211004	0.471791649211004	0.471791649211004	0.471791649211004	
jsm	_stem	roo	116	PE	0.6285714285714287	0.6285714285714287	0.6285714285714287	0.6285714285714287	0.6285714285714287	0.6285714285714287	0.6285714285714287	
vsm	_stem	roo	122	PE	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.07692307692307693	
bm	_stem	roo	122	PE	0.125	0.125	0.125	0.125	0.125	0.125	0.1111111111111111	
lsa	_stem	roo	122	PE	0.04	0.04	0.04	0.04	0.04	0.04	0.038461538461538464	
jsm	_stem	roo	122	PE	0.05	0.05	0.05	0.05	0.05	0.05	0.05263157894736842	
vsm	_stem	roo	123	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
bm	_stem	roo	123	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
lsa	_stem	roo	123	PE	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	
jsm	_stem	roo	123	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
vsm	_stem	roo	124	PE	0.2777777777777778	0.2777777777777778	0.26666666666666666	0.26666666666666666	0.26666666666666666	0.2	0.2	
bm	_stem	roo	124	PE	0.6111111111111112	0.6111111111111112	0.6111111111111112	0.6111111111111112	0.6111111111111112	0.5833333333333334	0.5833333333333334	
lsa	_stem	roo	124	PE	0.044172932330827065	0.044172932330827065	0.044884169884169885	0.044884169884169885	0.044884169884169885	0.05011520737327189	0.05011520737327189	
jsm	_stem	roo	124	PE	0.07179487179487179	0.07179487179487179	0.07179487179487179	0.07179487179487179	0.07179487179487179	0.06904761904761905	0.06904761904761905	
vsm	_stem	roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
bm	_stem	roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
lsa	_stem	roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
jsm	_stem	roo	134	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
vsm	_stem	roo	136	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
bm	_stem	roo	136	PE	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
lsa	_stem	roo	136	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
jsm	_stem	roo	136	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
vsm	_stem	roo	141	NL	0.45160427807486625	0.45160427807486625	0.45160427807486625	0.4832323232323231	0.4832323232323231	0.4832323232323231	0.4832323232323231	
bm	_stem	roo	141	NL	0.49259906759906763	0.49259906759906763	0.49259906759906763	0.4916109253065775	0.4916109253065775	0.4916109253065775	0.4916109253065775	
lsa	_stem	roo	141	NL	0.49333333333333335	0.49333333333333335	0.49333333333333335	0.41583959899749373	0.41583959899749373	0.41583959899749373	0.41583959899749373	
jsm	_stem	roo	141	NL	0.5366666666666667	0.5366666666666667	0.5366666666666667	0.49037037037037035	0.49037037037037035	0.49037037037037035	0.49037037037037035	
vsm	_stem	roo	142	PE	0.18484848484848485	0.18484848484848485	0.18484848484848485	0.18484848484848485	0.18484848484848485	0.18484848484848485	0.18484848484848485	
bm	_stem	roo	142	PE	0.09903381642512077	0.10597826086956522	0.10597826086956522	0.11490683229813664	0.11490683229813664	0.11490683229813664	0.11490683229813664	
lsa	_stem	roo	142	PE	0.17276422764227642	0.17272727272727273	0.17272727272727273	0.17272727272727273	0.17272727272727273	0.17272727272727273	0.17272727272727273	
jsm	_stem	roo	142	PE	0.12173913043478261	0.12173913043478261	0.12173913043478261	0.1467391304347826	0.1467391304347826	0.1467391304347826	0.1467391304347826	
vsm	_stem	roo	143	PE	0.5	0.5	0.5	0.5	0.5	0.5	0.5	
